1728244850022
1728244850049,1,3,-0.89334226,-3.9913,8.217312
1728244850059,1,3,-0.97237796,-3.878734,8.120314
1728244850069,1,3,-0.99992067,-3.7769458,8.178991
1728244850079,1,3,-0.85142946,-3.7098854,8.161029
1728244850089,1,3,-0.76640624,-3.6332445,8.102351
1728244850098,1,3,-0.82268924,-3.6308496,7.96344
1728244850108,1,3,-0.86220706,-3.6703675,7.9742174
1728244850118,1,3,-0.7975415,-3.8368213,7.9502673
1728244850128,1,3,-0.91609496,-3.9038818,8.134684
1728244850138,1,3,-1.0047107,-3.9266346,8.21851
1728244850148,1,3,-1.1005114,-3.9338195,8.258027
1728244850157,1,3,-1.0909314,-3.9481897,8.443642
1728244850167,1,3,-1.0753638,-3.9242394,8.255632
1728244850177,1,3,-0.96160036,-3.8200562,8.097561
1728244850187,1,3,-0.9568103,-3.8966968,7.8544664
1728244850197,1,3,-0.9939331,-3.6045043,7.682025
1728244850207,1,3,-0.88974977,-3.3374598,7.5694594
1728244850216,1,3,-0.86100954,-3.119513,7.508386
1728244850226,1,3,-1.2011023,-2.335144,6.716832
1728244850236,1,3,-1.712439,-2.208208,6.7527575
1728244850246,1,3,-0.7041357,-2.4297473,6.610254
1728244850256,1,3,0.11496094,-2.1650977,6.349197
1728244850266,1,3,0.2706372,-1.9483484,5.980364
1728244850275,1,3,0.2574646,-1.9339783,5.527705
1728244850285,1,3,0.41912842,-2.0249891,4.6343627
1728244850295,1,3,1.0130932,-1.7339941,3.747008
1728244850305,1,3,1.7950672,-1.5244299,2.5530908
1728244850315,1,3,2.0405567,-1.5232325,1.8034497
1728244850324,1,3,2.1770728,-1.5807129,0.50774413
1728244850334,1,3,1.9064355,-1.9124231,-0.91489744
1728244850344,1,3,0.96519285,-2.8764184,-2.9782069
1728244850354,1,3,-0.53648436,-4.087101,-5.015171
1728244850364,1,3,-0.65264285,-6.7767076,-6.006709
1728244850374,1,3,-0.2215393,-9.406439,-5.989944
1728244850383,1,3,1.0262659,-11.177556,-5.4438796
1728244850393,1,3,1.3711487,-12.028986,-5.3205357
1728244850403,1,3,0.98674804,-12.158317,-4.0894957
1728244850413,1,3,0.11735596,-12.476854,-3.2213013
1728244850423,1,3,-1.2597803,-12.322375,-3.66917
1728244850433,1,3,-1.8717078,-11.797866,-5.0008006
1728244850442,1,3,-2.2070105,-11.138039,-6.849756
1728244850452,1,3,-2.0848646,-10.323731,-9.278306
1728244850462,1,3,-1.8238074,-10.0770445,-11.072175
1728244850472,1,3,-1.8070422,-10.419533,-12.460089
1728244850482,1,3,-1.4334192,-11.008707,-12.7079735
1728244850492,1,3,-1.4849122,-11.754756,-11.880494
1728244850501,1,3,-1.5699353,-12.375066,-11.172766
1728244850511,1,3,-1.7112415,-12.849279,-10.445878
1728244850521,1,3,-1.5567627,-12.27208,-10.286609
1728244850531,1,3,-1.3316308,-10.886561,-11.145224
1728244850541,1,3,-0.70293826,-8.929831,-12.711566
1728244850550,1,3,-0.0371228,-6.821016,-14.396462
1728244850560,1,3,0.45984375,-5.2810183,-15.487393
1728244850570,1,3,-0.008382568,-4.4427614,-15.902929
1728244850580,1,3,-0.33650026,-3.9589672,-15.233521
1728244850590,1,3,-0.5879773,-4.3397756,-14.468313
1728244850600,1,3,-0.8262817,-5.1229467,-12.8876
1728244850609,1,3,-0.1951941,-5.6091356,-12.348721
1728244850619,1,3,0.44906616,-5.898933,-12.491224
1728244850629,1,3,0.65264285,-5.605543,-13.252841
1728244850639,1,3,0.6227051,-5.500162,-13.807287
1728244850649,1,3,0.40595582,-5.344486,-14.766493
1728244850659,1,3,0.4658313,-6.7204247,-17.751884
1728244850668,1,3,-4.028423,0.5041516,-1.2537928
1728244850678,1,3,-3.7050953,6.7623377,-3.2668066
1728244850688,1,3,-1.7555493,0.5185217,-3.9146595
1728244850698,1,3,0.025147704,-4.6092153,-3.6955152
1728244850708,1,3,0.60713744,-5.013973,-7.8448863
1728244850717,1,3,-0.86220706,-2.8009753,-8.63165
1728244850727,1,3,-2.6680517,-0.96040285,-8.938213
1728244850737,1,3,-2.5291407,-1.8262024,-9.389674
1728244850747,1,3,-1.0801538,-3.747008,-9.433982
1728244850757,1,3,0.737666,-4.2763076,-8.837622
1728244850767,1,3,1.3675561,-2.0633094,-10.274633
1728244850776,1,3,0.55923706,-0.75562865,-10.860216
1728244850786,1,3,-0.040715333,-1.7962646,-10.687775
1728244850796,1,3,-0.47301635,-2.938689,-9.796827
1728244850806,1,3,-0.62031007,-3.4919386,-9.205257
1728244850816,1,3,-0.37841308,-4.155359,-8.899893
1728244850826,1,3,0.5891748,-4.6906457,-8.341853
1728244850835,1,3,1.2394226,-5.2989807,-9.134604
1728244850845,1,3,1.9148182,-4.9780483,-9.378897
1728244850855,1,3,2.4536974,-5.4402866,-9.741742
1728244850865,1,3,2.2848487,-5.476212,-10.142908
1728244850875,1,3,1.6202307,-4.070336,-9.660312
1728244850885,1,3,1.4010864,-2.6141639,-9.498648
1728244850894,1,3,1.5028747,-3.263214,-9.734557
1728244850904,1,3,0.79035646,-4.2296047,-9.030421
1728244850914,1,3,1.1591895,-4.28469,-8.193362
1728244850924,1,3,-0.25985962,-4.1146436,-7.7251353
1728244850934,1,3,0.15447876,-2.4896228,-8.830437
1728244850943,1,3,-0.1101709,-0.4035608,-11.042237
1728244850953,1,3,-1.7040564,1.3807287,-11.894864
1728244850963,1,3,-3.439248,3.150648,-13.49833
1728244850973,1,3,-4.267925,3.6260595,-14.985638
1728244850983,1,3,-4.2559495,2.7686427,-20.095411
1728244850993,1,3,-2.5447083,2.9650342,-21.233046
1728244851002,1,3,0.8957373,4.5373645,-17.883612
1728244851012,1,3,-2.0249891,-0.1844165,-9.977652
1728244851022,1,3,-12.353511,-4.3948607,-4.4475513
1728244851032,1,3,-4.3385777,-0.26584718,-14.154566
1728244851042,1,3,-2.635719,-0.68976563,-13.658796
1728244851052,1,3,-2.3447242,0.8849597,-13.476775
1728244851061,1,3,-0.3305127,0.11975098,-19.794836
1728244851071,1,3,-1.5256275,-3.7757483,-8.830437
1728244851081,1,3,0.23710693,-5.81391,-8.052055
1728244851091,1,3,-1.2406201,-4.7086086,-6.3132715
1728244851101,1,3,-2.3531067,-5.548063,-4.1637416
1728244851111,1,3,-1.3519886,-7.9574523,-4.987628
1728244851120,1,3,-0.5161267,-9.963282,-3.9673498
1728244851130,1,3,0.44786865,-10.308164,-3.378175
1728244851140,1,3,0.74125856,-8.697514,-4.8523097
1728244851150,1,3,1.1172767,-6.450985,-5.457052
