@RELATION HAND_WASH

@ATTRIBUTE mean_x REAL
@ATTRIBUTE std_x  REAL
@ATTRIBUTE mean_y REAL
@ATTRIBUTE std_y  REAL
@ATTRIBUTE mean_z REAL
@ATTRIBUTE std_z  REAL
@ATTRIBUTE Activity {hand_wash, no_hand_wash}

@DATA
-2.3748414975,0.9703153669270786,0.8926357538,0.3253137055736651,8.698962369,0.2621613997013617,hand_wash
-1.0123148859000002,0.1608197586225651,1.0537247682,0.22679849927690696,8.926369484999999,0.1229540062800813,hand_wash
-0.5917853746999999,0.5650459305126974,1.0577005056929998,0.37096515464204194,8.93291988,0.30968027717210445,hand_wash
1.6335589959999999,0.38444041968299913,-0.1363005648,0.7006243341013391,8.760765864000001,0.520307886701219,hand_wash
0.7459168566,0.3167542988632898,0.57527171813,0.2173814310474876,8.947278,0.10675650985380243,hand_wash
-0.292575587073,0.9649683518104496,-1.64794106727,5.031564873480366,5.616739914499999,5.023964402455633,hand_wash
-2.9953311709999992,0.5301265909735553,-4.21127062,1.7918105800767992,-9.725874989,0.8349732654986297,hand_wash
-2.2533301728500006,4.265101207425327,-5.3112671360000006,3.4253282562276572,-7.8942358084299995,7.318248792738994,hand_wash
-3.1029154409000004,2.3731557526180147,-7.878680190000001,3.541142365113883,0.16022679485000002,4.677085331222457,hand_wash
-1.61776384124,2.2092338044302298,-5.07782460846,3.7406173164115146,7.1008257193999995,2.7584129030918425,hand_wash
-0.38865179141000006,1.2825525946019949,-4.003275166480001,5.4712017027387025,2.1420216428,7.442955507941056,hand_wash
0.17647701217200001,0.6485163520145075,0.4483117543000001,3.4883724178613837,8.07825720073,1.7814494950750015,hand_wash
0.8658235139000001,0.20072313916161602,1.3897340370999998,0.2563448880872554,8.875343615,0.2571931326091335,hand_wash
0.38462816229000013,2.0287681973061495,-5.3556947824,5.6104379246396,-0.38126324128,7.743905065633254,hand_wash
-1.2861494528999997,2.198153565989932,-3.9095700176,5.143743442670777,4.7594905817,4.168727718718898,hand_wash
-0.8932584558799997,1.3848144865898828,-5.2537268389,4.723455096501537,0.36706070880000014,8.124479400133847,hand_wash
0.13723461855000005,1.754196071245254,-1.0126861084199998,1.9686894892173363,8.982999744999999,1.016611909719539,hand_wash
-0.611197008213,0.5881594720236211,0.20132534213000006,0.8938084530379262,8.911795897,0.37348196850092946,hand_wash
0.6620312971869999,1.3626145620641337,-4.847268070519999,4.569970383669525,-3.18838171,7.585957680509314,hand_wash
1.4904925065,0.6550744009761238,-4.483153216,2.1205830201983717,-9.123946670999999,2.0495226227221965,hand_wash
-0.010645864127000004,0.8710424773642851,-4.7607240391,2.813595409740176,6.51167492474,3.2547822589349957,hand_wash
-1.0579998748000001,0.9417587224874443,-2.67084194802,1.8301624735502608,8.288875185,0.40651615269292046,hand_wash
0.1415696179,1.8997707439827833,-6.308553239999998,2.8634453125222405,-0.5553571351000002,7.504116121806178,hand_wash
-0.08335865295,0.9641069927199113,-6.1996038669999995,2.2532947788108073,-6.948011532500001,4.143513502890149,hand_wash
-0.90158115564,0.5760057689468167,-5.518280686034,4.04828521301749,1.9999371103,6.650341855002157,hand_wash
-2.2591380959999996,1.0783223173187884,-3.4864898359399996,4.86192566480032,1.4354309737999997,7.372134263722103,hand_wash
-4.198074065,1.572553193912257,-3.5411920420000005,0.7715173393494016,-9.643594092,1.9264252166490208,hand_wash
-1.8420933538129998,2.07302134337585,-6.234511275229998,3.0927899046396345,-6.7719895622,5.295949313248689,hand_wash
-2.4025638542700003,1.5349910611828266,-7.2965467144,3.73856749010193,2.087606785887,5.760007104034582,hand_wash
-1.9061242032130001,1.916438247247406,-5.245679547800002,3.0854831612918967,-8.156813800000002,4.307519966849864,hand_wash
-2.7708459855000003,2.2321141664987456,-4.76352615202,5.895630179739004,-0.7381809572999998,8.037034044329825,hand_wash
-1.6825730688599998,1.6749659505978103,-7.4111125427,3.077389074395795,-1.6058485949999999,7.07400405297211,hand_wash
-0.15559243347,1.777736548666627,-4.6793532512,3.1094817997771536,-8.929746534600001,2.985935608544275,hand_wash
-1.4428795166000001,1.554479544150839,-4.2492197292,4.702718923313394,2.7760551293000004,7.0732664449439735,hand_wash
0.31421458253699996,1.692805055101737,-1.17555938096,6.430116650149656,6.2923869185,4.09439353480089,hand_wash
-2.0527951826399997,1.9556659367822644,-4.536741812900001,2.9085809014482145,-9.454207871200001,4.633277360779726,hand_wash
-2.4366569413999994,2.0377675286402828,-7.4747361932,7.31386503553346,-4.2526804908,6.914176320368931,hand_wash
-2.455314170700001,7.528094485260736,-7.099173229999999,8.328988912909413,-3.2977502683,8.94320888096829,hand_wash
-3.6572786398,6.299727727174421,-2.5526717045,5.872775152382024,6.947484630800001,4.126218201500946,hand_wash
-3.1360744979999993,0.946018800351823,-3.9488722843000006,4.602549708525605,-0.17724339960000016,7.737662154852448,hand_wash
-3.412902837,1.339970700605538,-6.8551446170000006,2.3575906411164316,-4.847962588600001,4.591360687862736,hand_wash
-4.2363823943,1.805197939514589,-3.9327418283400006,2.6046188006521778,0.9018805377,8.418695956719088,hand_wash
-2.0400177826399997,3.4799451108395716,-5.6204402189,3.7016738677007757,-3.3643677242,9.419316154301836,hand_wash
-1.9052979141799997,1.6354721850096692,-5.708229656387,3.1057052611335685,-7.1925430196,4.719562552281281,hand_wash
-1.0983439732680003,2.266893178614827,-4.6364105195,2.8209435135268017,-0.911173209,8.953455279745373,hand_wash
-0.8432504573670001,3.419026945454722,-6.430950768999999,2.957629849855892,-6.553096691400001,5.680960638091483,hand_wash
-2.1808568824249996,3.52984013459008,-6.343879858399999,4.1268545586756815,-5.3739568254279995,6.674948841444389,hand_wash
-0.5192522074000001,1.9805238732945378,-5.0867460823,3.3934854701221453,-8.5653682119,4.793795350555679,hand_wash
-0.6312193778330002,1.1514040787059636,-7.968625198000001,3.7567852746470596,2.90018903555,4.382245209126028,hand_wash
-0.4879972055869999,1.7240539096004273,-7.188627161000002,2.875344802949439,-3.02281404037,7.1756513796983326,hand_wash
-1.0813034188000001,1.6648305380601918,-3.5036141774500003,3.3837963501321715,-9.423443858000002,4.028346441948254,hand_wash
-0.7397137537000001,2.1508855235506394,-6.6571364518,3.5735780243938957,-0.7466353565799997,7.035854647033845,hand_wash
-1.195605721193,1.7045491668051505,-6.760481487200001,3.337134151367687,-1.27392290354,7.524631973308406,hand_wash
-0.9998847329620001,1.7999016629858429,-4.2711581032999995,2.482716563871232,-9.058323063,3.327306653973539,hand_wash
0.7532815368429999,1.7219802232844117,-5.9614430882,4.130948479098773,-5.5129876838,6.291608701375501,hand_wash
0.4485991347700001,1.2754314468368149,-4.993615725140001,2.835862966430759,6.5431215132,3.6385015970786534,hand_wash
0.6282734959399999,2.4770501753720935,-4.8984855386,2.712673904633561,-9.098822837000002,3.88702372202637,hand_wash
1.7929116138999999,1.8564061721305747,-3.3331606323,1.8398031066889458,-9.84544633,2.8863068799391027,hand_wash
