mean_x,std_x,med_x,rms_x,mean_y,std_y,med_y,rms_y,mean_z,std_z,med_z,rms_z,Activity
3.0798633760899996,4.145279060284399,2.8392956,5.164193732134069,-6.743806151449999,6.674740245993007,-6.991061950000001,9.488470833586076,-0.09389674004999975,8.048851157774719,-0.538879395,8.04939883207457,lock
2.67583557595,4.924681136758531,3.08059395,5.604692705962119,-8.9439848531,6.298760866885679,-8.9268365,10.939344290710146,-1.88525161266,9.405215766193503,-1.8938617,9.592301978758384,lock
3.32525710758,4.154675648894667,3.83562385,5.321528406297351,-7.9115039421,9.195780450763245,-8.183183,12.13071608457239,-3.55319111111,10.226937837347684,-4.0547679500000005,10.826607252553536,lock
4.12771438913,4.888924448036931,4.685855500000001,6.398406702988179,-8.3008443425,8.693764053740722,-8.541837000000001,12.020214233553768,-2.75637408645,10.348568336102899,-3.3572186,10.709363412987935,lock
2.5939139291499997,6.249169656046719,3.6242633,6.766129681131856,-8.209869522710001,6.542604371062883,-7.132967,10.497982164976928,1.1993359672,9.743634954407641,3.82125365,9.817170105838745,lock
0.9045389875499998,5.997690351906706,1.3579761000000001,6.065515669533198,-4.9786109536100005,10.234590849440297,-4.86129085,11.381274835573233,3.0550749231,8.625184175211695,4.6816644499999995,9.15026146304447,lock
2.0563458093499998,7.673773869800362,3.14765445,7.944517826304007,-6.063566739650001,12.378669572569237,-5.21036505,13.78398715876655,-1.7334193743499997,11.18910112221104,0.34009277,11.322575972385275,lock
2.0796313841,6.86802262549344,1.9399658,7.17597390449711,-3.6010794684999996,11.091214949633574,1.58729915,11.661167282799244,-0.4413722030500003,10.432893132671671,4.0487804999999994,10.442225267603305,lock
-0.3781496373,2.3710810641894082,-0.8855584750000001,2.401046138904394,2.87783751525,5.329654719734488,4.0320155,6.05699332967838,7.0657267165,3.5638919652153573,8.177195000000001,7.913647703302723,lock
-0.49145800528,1.395003302302549,-0.6340814349999999,1.4790419819561624,4.207851726,0.9247495451123519,4.46252,4.308268546549377,8.1018001995,0.6699828009089968,8.033494000000001,8.129455297012962,lock
-0.28363018758,1.0506156014279469,-0.5939648,1.08822756134481,4.794326151499999,0.5918557403725767,5.000801,4.8307200772109296,7.807404425,0.5133124226348683,7.7508818999999995,7.824260572011956,lock
2.8263565598200002,4.242815961093864,2.7069707999999997,5.0980171324692884,-4.7786687228,9.622077748072511,-2.47285775,10.743372606040394,-1.0933982774000004,9.278044294850018,-0.382604365,9.3422495005336,lock
4.224509073375,4.502471495109838,4.5086242,6.174036481533319,-8.50050511225,8.027360778474334,-9.526789,11.691753856080638,-3.7680662669500005,9.781187147615515,-4.8103966499999995,10.48188653863442,lock
2.8260990676615,5.725960869740349,3.66378105,6.385410231303456,-6.00946922865,8.349221488970068,-5.74205945,10.287041357065247,2.6848109040599994,9.019618640352999,3.54223385,9.410724202098514,lock
2.4765579674415004,5.299201257324317,3.1919622,5.8493481116895065,-4.60746077866,9.838472520261384,-3.1099329,10.86389600276202,2.4482967081899996,9.580910449635663,5.31335095,9.88878161429768,lock
3.3657628616975,4.696433337334834,3.9038819499999997,5.777962074400641,-7.1618089763100015,9.498151885170216,-7.4083945,11.895646138269122,-2.19132909768,10.226175059204403,-2.14653625,10.458325848616173,lock
1.4440889914425004,4.257876008964836,-0.01377136325,4.496098433411322,-3.3678225586500004,7.883433783361603,0.06286926,8.572675020272197,2.61390041064,8.692136810602928,7.0796778499999995,9.076657848072848,lock
-0.6107898525200001,1.2539656289742256,-0.987945565,1.394809679701904,2.4792344114500002,2.3763698930899664,2.7596612499999997,3.4342010913314684,8.236729649699999,1.1894340793681095,8.5430345,8.322167310947872,lock
-0.510103232695,0.7790850171789893,-0.5550457799999999,0.931224340316916,3.8777581588,1.067351452281902,4.3894722999999995,4.021970594227195,8.266182389,0.5512177748683303,8.083191,8.284540562007319,lock
2.6229595222700004,3.1151216102320776,2.41717335,4.072333397697413,-5.48016995383,9.927138786774453,-3.40811275,11.339327458660978,-1.0181587389500009,10.34649301624084,0.5466632,10.396468869420076,lock
2.9200377301250002,6.831140305511533,3.3578174499999998,7.42907115452112,-8.8510701456,10.080728983711182,-9.3597365,13.415011724384229,-5.4951687251,10.7290816529103,-6.07077585,12.054462759996133,lock
1.616093312225,8.326706185101838,2.91952875,8.482086623398253,-8.826593013830001,8.885360039430708,-8.064630000000001,12.52431104939927,-2.64555048635,11.16194349168494,-3.9847136499999998,11.471177789895618,lock
0.9577563454,7.470298362610207,1.7771045,7.53144440619266,-6.59844646828,9.955749651494541,-6.9838769,11.943887429057195,1.5698215627499996,10.593743740563465,3.19196225,10.70942324215466,lock
2.14938632797,6.487428451233513,2.4968078499999997,6.834221937919372,-5.56246879665,11.85105752930756,-5.49177975,13.091547795301455,-0.9161189341300008,11.718793249418164,2.43513615,11.754547593339362,lock
0.6782635380300002,4.535399297273457,-1.1585907500000001,4.585835606814699,-2.7124853537499996,10.109138426801719,2.0794756999999997,10.466721383821556,1.6166501615699997,10.69932053081754,7.9197308500000005,10.820767882460006,lock
-1.04007914547,1.0853055319452134,-1.25439145,1.5032141319560857,2.8603179331499997,1.456794005108026,2.7854077999999998,3.209932624217862,8.496086302,0.7398005710371732,8.557405,8.528234713933415,lock
-0.4205295007299999,1.007039161202032,-0.6077362,1.0913170635423581,4.34005681,1.362404760797326,4.9079938,4.548872370848692,7.9592785905,0.7669579885360306,7.8724295,7.99614533618361,lock
-0.632979707425,0.8377245691159119,-0.7406597699999999,1.0499741728786849,5.576755081,0.38322676504594394,5.588179350000001,5.589906974799034,7.298917810000001,0.3637100438494894,7.32756225,7.307974151099071,lock
1.683854383885,4.469563281335195,1.7525555499999999,4.7762287960260625,-3.3540931308300004,9.78413657063397,-0.5975573949999999,10.343078321423368,0.7066864588000001,8.271838571797723,3.42727285,8.30197079668026,lock
2.591105738635,3.8778183123917103,2.963238,4.66382930784433,-7.66792444738,8.543686223848637,-8.967551499999999,11.48005399039172,-5.550978659049999,9.294047239646554,-6.3246479,10.825556713906693,lock
0.68465824188,4.92968704626938,1.265169,4.977004247770975,-8.836472441765,7.143571115597099,-9.433383,11.362827706942735,-5.34676734881,9.403334444497222,-5.4636382,10.817144713711128,lock
-0.6884244101200001,6.399106349237319,0.24189698,6.436030627436327,-6.190700363158499,8.714171589978674,-7.1090166,10.68931978593597,0.3418351453,9.397662256520237,1.4944921500000001,9.403877240489013,lock
0.19633172451999997,7.026175702548965,1.11907285,7.028918206178134,-6.588561058433499,10.79694809516993,-5.9594073000000005,12.648447532819983,-0.7815188175150002,10.903307658692336,0.52450928,10.931280325846053,lock
1.0692325223915,5.248945567904162,0.80053525,5.356742271358632,-6.93400072624,10.274520095218058,-6.05999825,12.395407587430782,-2.4872397741850003,10.516016706091524,-2.68182315,10.80615422141864,lock
-0.09293872601850005,2.491065123093981,-0.9196875,2.492798237782026,-1.1731943392400004,6.654468445699898,1.5777192,6.757095178583797,4.79015278809,7.65083675524847,8.060438000000001,9.026675289867656,lock
-0.9316985174749999,1.6413993019786561,-1.27774295,1.8873933866582064,2.4752706430600004,1.7809499974186367,2.7979816,3.049384798561852,8.5893004645,1.1340048454512732,8.4394505,8.6638357243756,lock
-1.293753626675,1.0607425866688056,-1.5262262500000001,1.6730132341698747,3.5815660881,0.8498861163378458,3.83861755,3.6810218763506093,8.2972937325,0.41241371258502013,8.2316825,8.307536840346357,lock
