1733001384660
1733001390631,1,3,-1.6477734,3.0452673,8.443642
1733001390641,1,3,-1.5052698,3.1278956,8.339458
1733001390651,1,3,-1.5028747,3.251239,8.217312
1733001390661,1,3,-1.5124549,3.422483,8.085586
1733001390671,1,3,-1.1771522,3.3721876,8.147857
1733001390680,1,3,-1.2034973,3.3554223,8.095166
1733001390690,1,3,-1.113684,3.3638048,8.23288
1733001390700,1,3,-1.0885364,3.5110986,8.301138
1733001390710,1,3,-1.162782,3.547024,8.122708
1733001390720,1,3,-1.1424243,3.7170703,8.117919
1733001390730,1,3,-0.97237796,3.624862,8.505912
1733001390740,1,3,-0.8346643,3.478766,8.389753
1733001390749,1,3,-1.0418335,3.3949401,8.54064
1733001390759,1,3,-0.9304651,3.37578,8.502319
1733001390769,1,3,-0.9196875,3.3087194,8.581355
1733001390779,1,3,-0.9675879,3.4703834,8.59333
1733001390789,1,3,-1.0801538,3.615282,8.473579
1733001390799,1,3,-1.2609777,3.6703675,8.350236
1733001390808,1,3,-1.4262341,3.7290454,8.073611
1733001390818,1,3,-1.5232325,3.7266505,8.083191
1733001390828,1,3,-1.8058448,3.6655774,7.811356
1733001390838,1,3,-1.7411792,3.7733533,7.8808117
1733001390848,1,3,-1.8154248,3.5925293,7.874824
1733001390858,1,3,-1.9267932,3.446433,7.899972
1733001390868,1,3,-1.9124231,3.3039293,8.137079
1733001390877,1,3,-1.8477576,2.9758117,8.272397
1733001390887,1,3,-2.0010388,3.004552,8.265212
1733001390897,1,3,-2.3578968,3.3290772,8.080796
1733001390907,1,3,-2.2848487,3.5182836,7.8377013
1733001390917,1,3,-2.3555017,3.2799792,8.173004
1733001390927,1,3,-2.010619,3.791316,7.7299256
1733001390936,1,3,-1.8753003,4.374503,7.452103
1733001390946,1,3,-2.1136048,4.5373645,7.03537
1733001390956,1,3,-2.567461,4.3002577,6.5431933
1733001390966,1,3,-1.848955,4.179309,6.12167
1733001390976,1,3,-1.7794995,3.7553906,5.478607
1733001390986,1,3,-1.8824854,3.5961218,4.8750625
1733001390996,1,3,-1.4885046,3.1494508,4.517007
1733001391005,1,3,-1.0753638,2.4225624,4.206852
1733001391015,1,3,-0.5161267,1.1891272,3.98172
1733001391025,1,3,0.22872436,0.11496094,3.8320312
1733001391035,1,3,1.3711487,-0.7113208,3.3662
1733001391045,1,3,2.0704944,-1.3112732,2.1962328
1733001391055,1,3,3.0979578,-1.7411792,1.3603711
1733001391064,1,3,4.1242237,-2.6141639,0.791554
